adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Accumulated Depreciation/Amortization,Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Financial Risk Flag,Risk Category,Risk Flag
0001654954-25-004837,1009922,NXT ENERGY SOLUTIONS INC.,CA,AB,"CALGARY, T3E 0B4",2025-04-30 09:03:00.0,20-F,20241231.0,2024.0,FY,,967190.5,412142.6,,,34455250000.0,-3911848.3333333335,-5311345.75,697502.5,,3927296.6,14605530.5,-1.3524177802104378,-0.3636530525200711,,,2.7189782151926085,-7.614805323278411,0.04775605377702645,True,High Risk,1
0001654954-25-004881,868822,CANAGOLD RESOURCES LTD.,CA,BC,VANCOUVER,2025-04-30 15:43:00.0,20-F,20241231.0,2024.0,FY,,,,,,,,,,,,32985500.0,,,,,,,,True,High Risk,1
0001663577-25-000104,1605331,AB INTERNATIONAL GROUP CORP.,US,NY,MT. KISCO,2025-04-14 15:54:00.0,10-Q,20250228.0,2025.0,Q2,,316554.5,,,10175989.5,496991.5,-192834.5,-141603.0,719281.5,,479356.2,2633845.5,-0.29540245854752684,-0.05376283460818032,,,4.494547687085302,-0.19686729048362844,0.27309175879906394,True,High Risk,1
0001663577-25-000110,1085277,"SKINVISIBLE, INC.",US,NV,LAS VEGAS,2025-04-14 16:56:00.0,10-K,20241231.0,2024.0,FY,,5000.0,,,,,-73495.5,-1474047.0,20000.0,,-3832245.076923077,160543.0,0.3846431975022635,-9.181633581034365,,,-1.0418926756450817,-73.70235,0.12457721607295241,True,High Risk,1
0001668397-25-000059,1668397,"MEDPACE HOLDINGS, INC.",US,OH,CINCINNATI,2025-04-22 16:03:00.0,10-Q,20250331.0,2025.0,Q1,15791000.0,,296953000.0,,865466500.0,298500.0,139256500.0,81444750.0,,,220803833.33333334,1999117500.0,0.36885568864670976,0.04074035168017888,0.04106472131542638,,8.053817000459684,,,True,High Risk,1
0001669162-25-000027,1669162,"KINSALE CAPITAL GROUP, INC.",US,VA,RICHMOND,2025-04-24 16:13:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,220069000.0,94084000.0,398094000.0,3650000.0,484030636.3636364,5050851500.0,0.19437612607917193,0.01862735421938261,,,9.434983078644347,0.23633614171527328,0.07881720537616281,True,High Risk,1
0001679273-25-000026,1679273,"LAMB WESTON HOLDINGS, INC.",US,ID,EAGLE,2025-04-03 13:05:00.0,10-Q,20250228.0,2025.0,Q3,749200000.0,,399750000.0,,-498550000.0,,483400000.0,281300000.0,,,468940476.1904762,7394900000.0,0.5998629128481126,0.03803973008424725,0.04232812194351235,,14.769378792109872,,,True,High Risk,1
0001683168-25-002184,1402328,SUNSHINE BIOPHARMA INC.,US,FL,FORT LAUDERDALE,2025-04-01 17:05:00.0,10-K,20241231.0,2024.0,FY,4064275.5,3210390.0,,,,57727.5,-10653145.5,-4820080.0,29483535.0,,7370631.666666667,28953676.5,-0.6539575192447322,-0.166475576944434,-0.1936599438451733,0.789904621377168,2.9282490035340705,-0.16348378849415446,1.0183002148276403,True,High Risk,1
0001683168-25-002195,1727255,CHILEAN COBALT CORP.,US,PA,BERWYN,2025-04-02 11:40:00.0,10-K,20241231.0,2024.0,FY,14115.5,,13663.5,,,,-860562.0,-1087658.0,0.0,,214517.77777777778,665972.0,-5.070246444221147,-1.6331887827115854,-1.668554352069819,,2.1045072669449825,,0.0,True,High Risk,1
0001683168-25-002276,1829311,"BITMINE IMMERSION TECHNOLOGIES, INC.",US,NV,LAS VEGAS,2025-04-03 17:02:00.0,10-K/A,20240831.0,2024.0,FY,237744.0,,,,,,-419234.0,-2115325.4285714286,1318542.0,,2366609.2,7743167.5,-0.8938211803501096,-0.2731860609461733,-0.2818395828791578,,2.271840361306801,-1.6042912767067175,0.17028457669293606,True,High Risk,1
0001683168-25-002278,1759186,"COEPTIS THERAPEUTICS HOLDINGS, INC.",US,PA,WEXFORD,2025-04-04 06:07:00.0,S-1/A,20241231.0,2024.0,FY,1344731.0,,646417.0,,,,-6944397.5,-16071974.5,0.0,,1999564.0,5597102.25,-8.037739477206031,-2.871481309815271,-3.7795323021243736,,1.7991613421725936,,0.0,True,High Risk,1
0001683168-25-002311,1084267,"MOBIQUITY TECHNOLOGIES, INC.",US,NY,SHOREHAM,2025-04-07 17:01:00.0,10-K,20241231.0,2024.0,FY,2077688.5,41272.0,18000.0,,,323142.0,-3401374.5,-7607543.666666667,1472780.5,2200137.5,438555.92,5358704.5,-17.346804181019074,-1.4196609771385353,-2.3186548516272603,0.019864382942871368,11.218976544655925,-5.165429381137696,0.27483890929234855,True,High Risk,1
0001683168-25-002316,1570937,ALTAIR INTERNATIONAL CORP.,US,CA,CARLSBAD,2025-04-07 17:24:00.0,10-KT,20241231.0,2024.0,FY,1200067.0,331959.5,,,,,1672117.0,-1168029.0,8187042.6,,310799.4,17346710.5,-3.758144320741932,-0.06733432255066457,-0.07233881146877368,0.27661747219113597,54.81320459434606,-0.14266800077478528,0.47196513713651933,True,High Risk,1
0001683168-25-002351,1635077,"ACLARION, INC.",US,CO,BROOMFIELD,2025-04-08 21:45:00.0,10-K,20241231.0,2024.0,FY,644135.25,15798.0,,,,176423.0,-4459278.0,-4761720.4,60564.0,142371.0,411336.6666666667,2291628.5,-11.576211862140502,-2.077876235175117,-2.8902821908375045,0.02452590507971734,4.571174868923266,-78.622950927944,0.026428367425173845,True,High Risk,1
0001683168-25-002359,1080448,PATRIOT GOLD CORP,US,NV,RENO,2025-04-09 11:53:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-312651.0,-1533320.0,763957.0,0.0,568158.5833333334,1922038.0,-2.6987535610289557,-0.7977573804472128,,,2.3829252190886256,-2.007076314504612,0.39747237047342454,True,High Risk,1
0001683168-25-002379,1304409,ATHENA GOLD CORP,US,CA,VACAVILLE,2025-04-09 16:47:00.0,10-K,20241231.0,2024.0,FY,138905.0,,,,,,-681133.5,896.25,,,2905947.0,6866714.5,0.0003084192519684633,0.00013052093544882345,0.00013321572199688473,,1.3629868335520228,,,True,High Risk,1
0001683168-25-002403,1985554,LONDAX CORP.,US,WY,CHEYENNE,2025-04-10 10:34:00.0,10-Q,20250228.0,2025.0,Q3,6413.5,,,,,1854.5,25202.5,7323.214285714285,26218.0,,18006.8125,68819.0,0.40669131672883724,0.10641268088339391,0.11734886004782087,,2.821831320784842,0.27932009633512417,0.38097037155436725,True,High Risk,1
0001683168-25-002475,1398805,BEAM GLOBAL,US,CA,SAN DIEGO,2025-04-11 17:12:00.0,10-K,20241231.0,2024.0,FY,9345500.0,11985000.0,1432750.0,,,1000000.0,-7750000.0,-10253250.0,16690535.714285715,,16291000.0,46367333.333333336,-0.6293812534528267,-0.2211308967520237,-0.2769514385655311,1.2824353967149966,1.8461931946064292,-0.6143152128558742,0.3599632438272429,True,High Risk,1
0001683168-25-002511,1343009,CNBX PHARMACEUTICALS INC.,US,MD,BETHESDA,2025-04-14 09:06:00.0,10-Q,20250228.0,2025.0,Q2,,,,,,,-143492.5,-250842.25,42677.75,,-935702.9333333333,41022.5,0.2680789394411788,-6.114748004144067,,,-1.0438413715920096,-5.877588438940665,1.0403498080321774,True,High Risk,1
0001683168-25-002535,866439,"DARKPULSE, INC.",US,NY,NEW YORK,2025-04-14 15:07:00.0,10-K,20241231.0,2024.0,FY,15292560.0,891996.0,1941711.0,,50445707.5,24827.5,-3583783.0,-12352171.0,1073903.5,,,3450325.5,,-3.580001654916326,1.0430608345072039,0.05832875594406692,,-11.502123794177038,0.3112470113326989,True,High Risk,1
0001683168-25-002541,1829311,"BITMINE IMMERSION TECHNOLOGIES, INC.",US,NV,LAS VEGAS,2025-04-14 16:05:00.0,10-Q,20250228.0,2025.0,Q2,580584.0,,,,,,-257224.0,-1188645.3,1446741.6,,1576892.7142857143,7392102.5,-0.7537895820251926,-0.16079935309338583,-0.17450518559114242,,3.6877650159912134,-0.8216016598955888,0.19571449394810206,True,High Risk,1
0001683168-25-002554,1110607,"KOIL ENERGY SOLUTIONS, INC.",US,TX,HOUSTON,2025-04-14 20:19:00.0,10-K,20241231.0,2024.0,FY,,3497500.0,,,,,964500.0,533000.0,14278875.0,134000.0,2844000.0,17901000.0,0.18741209563994374,0.029774872912127815,,,5.294303797468355,0.037327870718106296,0.7976579520697168,True,High Risk,1
0001683168-25-002584,836564,MOSAIC IMMUNOENGINEERING INC.,US,CA,HUNTINGTON BEACH,2025-04-15 16:01:00.0,10-K,20241231.0,2024.0,FY,126671.5,,322153.25,,,,-369313.0,-965109.0,,13401.0,-1949332.2222222222,160572.0,0.49509723842751846,-6.0104439130109855,-28.4688721405289,,-1.0823728239699177,,,True,High Risk,1
0001683168-25-002612,1594968,"VESTIAGE, INC.",US,CA,NEWPORT BEACH,2025-04-15 17:09:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-35505.5,-50802.0,0.0,,-24197.470588235294,0.0,2.0994756379495185,,,,-1.0,,,True,High Risk,1
0001683168-25-002614,1593184,"BIOREGENX, INC.",US,TN,CHATTANOOGA,2025-04-15 17:26:00.0,10-K,20241231.0,2024.0,FY,247078.0,59786.5,399818.5,,,2184000.0,-919595.5,-13327049.5,2875760.5,,-886513.7777777778,687142.5,15.033099128371008,-19.39488461272589,-30.28430945918155,0.24197419438395973,-1.775106396792229,-4.634269613203186,4.185100615956661,True,High Risk,1
0001683168-25-002623,1593184,"BIOREGENX, INC.",US,TN,CHATTANOOGA,2025-04-15 21:14:00.0,10-K/A,20241231.0,2024.0,FY,247078.0,59786.5,399818.5,,,2184000.0,-919595.5,-13327049.5,2875760.5,,-797862.4,687142.5,16.703443475967784,-19.39488461272589,-30.28430945918155,0.24197419438395973,-1.861229329769143,-4.634269613203186,4.185100615956661,True,High Risk,1
0001683168-25-002660,1941360,NEOLARA CORP.,US,WY,SHERIDAN,2025-04-17 11:17:00.0,10-Q,20250331.0,2025.0,Q3,,,,,,1374.5,-20454.5,-7952.785714285715,11225.0,,-3009.5625,65039.5,2.6425055848767767,-0.12227624311819302,,,-22.610948435196146,-0.708488705058861,0.17258742764012638,True,High Risk,1
0001683168-25-002706,1434601,"MARQUIE GROUP, INC.",US,FL,ST. PETERSBURGH,2025-04-21 15:15:00.0,10-Q,20250228.0,2025.0,Q3,90092.0,,,,,,-90246.5,-151924.5,0.0,,50040.36363636364,6248976.5,-3.0360390884449644,-0.024311901316959664,-0.024667535168097405,,123.87871881608301,,0.0,True,High Risk,1
0001683168-25-002782,1945619,KINETIC SEAS INC.,US,IL,SCHAUMBURG,2025-04-24 16:05:00.0,10-K,20241231.0,2024.0,FY,109609.5,10359.5,500110.0,,,,-602929.5,-2029042.0,105292.0,,-316498.93333333335,110744.5,6.410896803443676,-18.321830880991833,-1787.7022026431719,0.09451279314293012,-1.3499048127387054,-19.270618850434982,0.9507650492800996,True,High Risk,1
0001683168-25-002943,736012,INTRUSION INC,US,TX,PLANO,2025-04-29 17:10:00.0,10-Q,20250331.0,2025.0,Q1,,149500.0,346500.0,,,,-1402000.0,-1907000.0,,,595200.0,14745500.0,-3.203965053763441,-0.12932759146858364,,,23.774025537634408,,,True,High Risk,1
0001683168-25-002978,1290658,"IIOT-OXYS, INC.",US,MA,CAMBRIDGE,2025-04-30 13:48:00.0,10-K,20241231.0,2024.0,FY,93145.66666666667,2730.0,614026.0,,,49568.0,-96477.5,-873832.0,58583.0,,-1037800.2666666667,191338.0,0.8420040233817631,-4.566954812948813,-8.899187648730214,0.02930893188804632,-1.18436880982365,-14.91613608043289,0.30617545913514305,True,High Risk,1
0001683168-25-002989,1474558,"KAT EXPLORATION, INC.",US,FL,SUNNY ISLES,2025-04-30 15:01:00.0,10-K,20241130.0,2024.0,FY,,,13005.0,,,,-29778.5,-73252.25,0.0,,-25171.5,2761.0,2.910126531990545,-26.531057587830496,,,-1.1096875434519198,,0.0,True,High Risk,1
0001683168-25-003005,790273,CONECTISYS CORP,US,WA,CHENEY,2025-05-01 10:21:00.0,10-Q,20250331.0,2025.0,Q1,14953.0,,,,,,0.0,-1032.3333333333333,0.0,,-26315.25,4409.5,0.039229470870819516,-0.2341157349661715,0.09791182561135613,,-1.167564435070919,,0.0,True,High Risk,1
0001691303-25-000022,1691303,"WARRIOR MET COAL, INC.",US,AL,BROOKWOOD,2025-04-30 16:45:00.0,10-Q,20250331.0,2025.0,Q1,48714000.0,156163500.0,78562500.0,,,,57487500.0,64410500.0,,,615913565.2173913,1828069428.5714285,0.10457717387222319,0.035234165066878514,0.03619878241623291,3.205721147924621,1.968061643399911,,,True,High Risk,1
0001694028-25-000083,1694028,LIBERTY ENERGY INC.,US,CO,DENVER,2025-04-17 16:15:00.0,10-Q,20250331.0,2025.0,Q1,170955000.0,147411600.0,213029000.0,,,,175757000.0,51001500.0,458841333.3333333,11866666.666666666,639906083.3333334,3326108000.0,0.07970153953581469,0.015333687300592765,0.016164509296379605,0.86228305694481,4.197806501032117,0.11115280227587751,0.13795142350559073,True,High Risk,1
0001699039-25-000050,1699039,"RANGER ENERGY SERVICES, INC.",US,TX,HOUSTON,2025-04-30 16:22:00.0,10-Q,20250331.0,2025.0,Q1,27000000.0,67750000.0,27000000.0,,,200000.0,11300000.0,-100000.0,,,273200000.0,379050000.0,-0.00036603221083455345,-0.00026381743833267377,-0.000284050560999858,2.509259259259259,0.38744509516837483,,,True,High Risk,1
0001701605-25-000075,1701605,BAKER HUGHES CO,US,TX,HOUSTON,2025-04-23 16:31:00.0,10-Q,20250331.0,2025.0,Q1,2307750000.0,,,,25673000000.0,67000000.0,746500000.0,428500000.0,,,16968500000.0,21750500000.0,0.025252674072546187,0.019700696535711822,0.022039063404096643,,0.281816306685918,,,True,High Risk,1
0001702744-25-000020,1702744,SIMPLY GOOD FOODS CO,US,CO,DENVER,2025-04-09 16:06:00.0,10-Q,20250228.0,2025.0,Q2,66812000.0,153933000.0,,,,5675000.0,78629000.0,47851000.0,,,1691257666.6666667,2431662000.0,0.02829314594878407,0.019678310554674127,0.0202342643296615,2.30397234029815,0.43778328277595385,,,True,High Risk,1
0001703056-25-000069,1703056,ADT INC.,US,FL,BOCA RATON,2025-04-24 16:44:00.0,10-Q,20250331.0,2025.0,Q1,143138000.0,394396000.0,282777500.0,,,146546666.66666666,415214000.0,115898500.0,,13164000.0,1245210000.0,15940511000.0,0.09307546518257964,0.007270689126590735,0.007336567921767752,2.7553549721248025,11.801464010086653,,,True,High Risk,1
0001705696-25-000087,1705696,VICI PROPERTIES INC.,US,NY,NEW YORK,2025-04-30 16:09:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,565980750.0,568898000.0,962916750.0,3348500.0,26573562000.0,45405730500.0,0.02140842089592656,0.012529211483559328,,,0.708680623997641,0.5908070453650328,0.021206943251358988,True,High Risk,1
0001708055-25-000003,1708055,RIBBON COMMUNICATIONS INC.,US,TX,PLANO,2025-04-30 12:19:00.0,10-Q,20250331.0,2025.0,Q1,84301000.0,122600750.0,98093000.0,,1972463500.0,12400000.0,4782500.0,-28294000.0,,1470000.0,166385700.0,1150015500.0,-0.17005067142188302,-0.02460314665324076,-0.026549324420377128,1.454321419674737,5.9117448194165725,,,True,High Risk,1
0001709682-25-000023,1709682,"CUSTOM TRUCK ONE SOURCE, INC.",US,MO,KANSAS CITY,2025-04-30 16:17:00.0,10-Q,20250331.0,2025.0,Q1,53127000.0,105914250.0,75036500.0,,,,20630000.0,-16063000.0,131831131.57894737,,290717416.6666667,2348291666.6666665,-0.05525296758679462,-0.006840291701414149,-0.006998626387591072,1.9936049466373031,7.0775747583062465,-0.12184527135292499,0.056139164248739985,True,High Risk,1
0001717307-25-000016,1717307,INDUSTRIAL LOGISTICS PROPERTIES TRUST,US,MA,NEWTON,2025-04-29 16:27:00.0,10-Q,20250331.0,2025.0,Q1,,,,,1017504500.0,9598000.0,9680000.0,-22467500.0,,,550772000.0,5384978000.0,-0.040792741824203116,-0.004172254742730611,,,8.777145533905136,,,True,High Risk,1
0001717547-25-000048,1717547,"BRIGHTSPIRE CAPITAL, INC.",US,NY,NEW YORK,2025-04-30 16:13:00.0,10-Q,20250331.0,2025.0,Q1,,,,,2865503500.0,1220666.6666666667,17539000.0,-25880500.0,57776333.333333336,3195750.0,1041571000.0,2065595333.3333333,-0.024847562000094088,-0.01252931761722932,,,0.9831536528314759,-0.4479429293424643,0.02797079001921319,True,High Risk,1
0001718512-25-000031,1718512,GATES INDUSTRIAL CORP PLC,US,CO,DENVER,2025-04-30 16:25:00.0,10-Q,20250331.0,2025.0,Q1,,754450000.0,237250000.0,,,31950000.0,-6850000.0,51000000.0,,,3062950000.0,6836050000.0,0.016650614603568457,0.0074604486509022025,,,1.2318516462887086,,,True,High Risk,1
0001722482-25-000080,1722482,"AVANTOR, INC.",US,PA,RADNOR,2025-04-25 09:00:00.0,10-Q,20250331.0,2025.0,Q1,671450000.0,1065400000.0,,,,,125450000.0,62450000.0,815300000.0,6275000.0,1600710714.2857144,12220450000.0,0.03901392015600213,0.005110286446080136,0.005407394579617283,1.586715317596247,6.634390081191612,0.07659757144609346,0.0667160374617956,True,High Risk,1
0001723089-25-000075,1723089,CHAMPIONX CORP,US,TX,THE WOODLANDS,2025-04-30 16:14:00.0,10-Q,20250331.0,2025.0,Q1,476933000.0,442210500.0,,,2161379000.0,,120155000.0,99360000.0,102692827.5862069,,1881581500.0,3485321000.0,0.05280664164693371,0.02850813454485254,0.033027654677521646,0.9271962728517423,0.8523359206072126,0.9675456634650642,0.02946438149777507,True,High Risk,1
0001726978-25-000056,1726978,"GOOSEHEAD INSURANCE, INC.",US,TX,WESTLAKE,2025-04-23 21:48:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,800000.0,13775500.0,2078000.0,19990500.0,6800000.0,-22327500.0,405104500.0,-0.0930690852088232,0.0051295406493879975,,,-19.143746500951742,0.10394937595357795,0.04934652663695417,True,High Risk,1
0001728951-25-000082,1728951,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",US,NJ,PRINCETON,2025-04-23 17:11:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,1470000.0,71957500.0,51541500.0,116427500.0,2304333.3333333335,3689324500.0,5927797500.0,0.013970443640834522,0.00869488203670925,,,0.6067433211689566,0.44269180391230595,0.01964093746454733,True,High Risk,1
0001731122-25-000581,1358633,SENTIENT BRANDS HOLDINGS INC.,US,NY,NEW YORK,2025-04-16 06:14:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-238455.5,-807090.0,150.0,,-720405.0,103395.0,1.1203281487496617,-7.805890033367184,,,-1.1435234347346284,-5380.6,0.001450747134774409,True,High Risk,1
0001731122-25-000624,1721386,LANDSEA HOMES CORP,US,TX,DALLAS,2025-04-29 16:31:00.0,10-K/A,20241231.0,2024.0,FY,,,,,,,,42283000.0,,,,,,,,,,,,True,High Risk,1
0001751788-25-000129,1751788,DOW INC.,US,MI,MIDLAND,2025-04-25 07:50:00.0,10-Q,20250331.0,2025.0,Q1,,4836500000.0,2555250000.0,,9434250000.0,78500000.0,284000000.0,106250000.0,2637937500.0,,17612333333.333332,32045785714.285713,0.0060327043549028144,0.0033155685726449433,,,0.8195082450339184,0.04027767905797616,0.08231776632095596,True,High Risk,1
0001753926-25-000605,1769697,SNOW LAKE RESOURCES LTD.,CA,MB,WINNIPEG,2025-04-09 17:38:00.0,6-K,20241231.0,2024.0,Q2,,,,,,,,,,,,46041036.5,,,,,,,,True,High Risk,1
0001758730-25-000108,1758730,TRADEWEB MARKETS INC.,US,NY,NEW YORK,2025-04-30 07:02:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,31550000.0,49060500.0,137262000.0,,19294500.0,5869553000.0,7318977000.0,0.02338542645410988,0.018754260329004995,,,0.2469394177035287,,,True,High Risk,1
0001758766-25-000012,1758766,"STEM, INC.",US,CA,SAN FRANCISCO,2025-04-29 18:02:00.0,10-Q,20250331.0,2025.0,Q1,24895500.0,42916333.333333336,26809500.0,,,,5471666.666666667,,,3807300.0,-407919500.0,219490000.0,,,,1.7238590642217804,-1.5380718499605928,,,True,High Risk,1
0001781162-25-000008,1781162,MOMENTUS INC.,US,CA,SAN JOSE,2025-04-01 14:16:00.0,10-K,20241231.0,2024.0,FY,4200500.0,439500.0,3880000.0,,,50000.0,-31679000.0,-48526400.0,,3463000.0,5664000.0,15300500.0,-8.567514124293785,-3.1715564850821867,-4.371747747747747,0.10463040114272111,1.701359463276836,,,True,High Risk,1
0001781335-25-000021,1781335,OTIS WORLDWIDE CORP,US,CT,FARMINGTON,2025-04-24 16:13:00.0,10-Q,20250331.0,2025.0,Q1,1748500000.0,3499000000.0,1921000000.0,,,15000000.0,180500000.0,298000000.0,,18500000.0,-4988000000.0,11247000000.0,-0.05974338412189254,0.026495954476749354,0.03137337474338053,2.0011438375750643,-3.2548115477145148,,,True,High Risk,1
0001782999-25-000005,1782999,PURETECH HEALTH PLC,US,MA,BOSTON,2025-04-30 10:44:00.0,20-F,20241231.0,2024.0,FY,,,,,,,,,,,,648304000.0,,,,,,,,True,High Risk,1
0001784254-25-000004,1784254,MEDIACO HOLDING INC.,US,NY,NEW YORK,2025-04-15 08:24:00.0,10-K,20241231.0,2024.0,FY,,13426000.0,,,75010000.0,1375000.0,-12588500.0,-2977666.6666666665,,672000.0,70556333.33333333,106902888.8888889,-0.04220268437985723,-0.027853940128423925,,,0.5151423527614658,,,True,High Risk,1
0001788230-25-000048,1788230,"HERITAGE DISTILLING HOLDING COMPANY, INC.",US,WA,GIG HARBOR,2025-04-28 07:45:00.0,10-K,20241231.0,2024.0,FY,5104069.5,680411.0,,,,,-10298456.333333334,-14262653.666666666,3708236.5833333335,7438.0,-5682747.5,27134129.0,2.5098165397400933,-0.5256352126381748,-0.6474178459058028,0.1333075499853597,-5.774825733503028,-3.8462092010984823,0.1366631883902864,True,High Risk,1
0001794669-25-000019,1794669,"SHIFT4 PAYMENTS, INC.",US,PA,CENTER VALLEY,2025-04-29 16:06:00.0,10-Q,20250331.0,2025.0,Q1,255650000.0,339650000.0,,,1065200000.0,11183333.333333334,81650000.0,18650000.0,,24400000.0,805900000.0,5022550000.0,0.023141829011043554,0.003713253227941982,0.003912395896704357,1.3285742225699197,5.232224841791785,,,True,High Risk,1
0001798100-25-000077,1798100,NETSTREIT CORP.,US,TX,DALLAS,2025-04-28 16:46:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,5215500.0,16871000.0,1368000.0,41791500.0,920000.0,1318733000.0,2272312000.0,0.0010373593441583703,0.0006020300029221339,,,0.7231024020783585,0.03273392914827178,0.01839162051690085,True,High Risk,1
0001803599-25-000106,1803599,CONCENTRIX CORP,US,CA,NEWARK,2025-04-04 08:02:00.0,10-Q,20250228.0,2025.0,Q1,183925000.0,1970779000.0,,,,110960500.0,-22731000.0,61179500.0,,24123000.0,869397944.4444444,11943278500.0,0.07036996163948193,0.00512250467909628,0.005202624446998723,10.715123012097322,12.737412857160475,,,True,High Risk,1
0001804220-25-000022,872589,"REGENERON PHARMACEUTICALS, INC.",US,NY,TARRYTOWN,2025-04-29 06:52:00.0,10-Q,20250331.0,2025.0,Q1,747500000.0,2867875000.0,,,,,1278800000.0,765350000.0,,,7978957142.857142,37652300000.0,0.09592105663647416,0.020326779506165626,0.020738494721553837,3.8366220735785954,3.718950023902157,,,True,High Risk,1
0001808805-25-000042,1808805,"NAUTILUS BIOTECHNOLOGY, INC.",US,WA,SEATTLE,2025-04-29 16:05:00.0,10-Q,20250331.0,2025.0,Q1,914000.0,,,,,,-15101500.0,-17671500.0,,1760666.6666666667,91801000.0,235216500.0,-0.19249790307295128,-0.07512865806607955,-0.07542173045528751,,1.5622433306826724,,,True,High Risk,1
0001808834-25-000054,1808834,"PROG HOLDINGS, INC.",US,UT,DRAPER,2025-04-23 09:26:00.0,10-Q,20250331.0,2025.0,Q1,,,,,351910000.0,,172831000.0,28342000.0,241083272.72727272,,248115000.0,745920000.0,0.1142292888378373,0.03799603174603174,,,2.0063478628861615,0.11756103888660124,0.3232025857025857,True,High Risk,1
0001818331-25-000071,1818331,GENEDX HOLDINGS CORP.,US,CT,STAMFORD,2025-04-30 07:04:00.0,10-Q,20250331.0,2025.0,Q1,11905000.0,41704500.0,12764500.0,,,1750000.0,-3115500.0,-13384000.0,,706400.0,93788600.0,432905000.0,-0.1427039107098304,-0.030916713828669107,-0.03179097387173397,3.5031079378412433,3.6157528740166716,,,True,High Risk,1
0001818383-25-000058,1818383,"MEDIAALPHA, INC.",US,CA,LOS ANGELES,2025-04-30 16:13:00.0,10-Q,20250331.0,2025.0,Q1,63479250.0,94444500.0,18372500.0,,511382500.0,2496600.0,12689500.0,-1530500.0,,2763176.470588235,5148500.0,251215000.0,-0.29727104982033603,-0.006092390979837987,-0.008152416361827728,1.4878011318659248,47.79382344372147,,,True,High Risk,1
0001819142-25-000035,1819142,SES AI CORP,US,MA,WOBURN,2025-04-30 16:15:00.0,10-Q,20250331.0,2025.0,Q1,1856500.0,1229000.0,,,581353000.0,,-15906000.0,-13994500.0,,1751400.0,274082500.0,317883500.0,-0.0510594437806135,-0.044023989920835775,-0.04428260876444101,0.6619983840560194,0.15980954639570202,,,True,High Risk,1
