adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Accumulated Depreciation/Amortization,Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category
0001683168-22-000856,1114925,LANTRONIX INC,US,CA,IRVINE,2022-02-11 07:33:00.0,10-Q,20211231.0,2022.0,Q2,9122000.0,23865000.0,,,,2633000.0,-5405000.0,-1761000.0,61386000.0,,3000.0,134478000.0,-587.0,-0.013095078748940347,-0.014047991320718593,2.6162025871519403,44825.0,-0.028687322842341902,0.456476152233079,True,High Risk
0001683168-22-000858,1829966,"ESPORTS TECHNOLOGIES, INC.",US,NV,LAS VEGAS,2022-02-11 08:31:00.0,10-Q,20211231.0,2022.0,Q1,,21636.0,,,,156396.0,-812883.0,-2750731.0,7139927.0,,-16649550.0,14062491.0,0.16521353429972582,-0.19560766296668208,,,-1.844616881537339,-0.38526038151370456,0.5077284671684412,True,High Risk
0001683168-22-000877,1367083,"SONOMA PHARMACEUTICALS, INC.",US,GA,WOODSTOCK,2022-02-11 16:47:00.0,10-Q,20211231.0,2022.0,Q3,1769000.0,2854000.0,,,189217000.0,,-2853000.0,-944000.0,,,2000.0,19347000.0,-472.0,-0.04879309453662067,-0.053703493002616905,1.6133408705483323,9672.5,,,True,High Risk
0001683168-22-000977,725394,DALRADA FINANCIAL CORP,US,CA,ESCONDIDO,2022-02-14 15:56:00.0,10-Q,20211231.0,2022.0,Q2,910339.0,265812.0,1341723.0,,,,-4728921.0,-5651018.0,10049617.0,1105587.0,-13368997.0,11439864.0,0.4226957340180419,-0.4939759773367935,-0.5366830887433194,0.29199232373873907,-1.8557009923781118,-0.56231177765282,0.8784734678664012,True,High Risk
0001683168-22-000981,867840,"PRECISION OPTICS CORPORATION, INC.",US,MA,GARDNER,2022-02-14 16:06:00.0,10-Q,20211231.0,2022.0,Q2,1252751.0,1878755.0,,,,,-217440.0,793.0,2785450.0,19435.0,4034397.0,16888747.0,0.00019655973370989518,4.6954341846674596e-05,5.071630870204879e-05,1.4997034526414268,3.1861886671044024,0.00028469367606670374,0.16492934614983576,True,High Risk
0001683168-22-000984,1830072,IPOWER INC.,US,CA,DUARTE,2022-02-14 16:11:00.0,10-Q,20211231.0,2022.0,Q2,3940963.0,7896347.0,,,,,-12243043.0,761996.0,34492428.0,,3692512.0,46405433.0,0.20636249794178055,0.01642040491250238,0.017944319097824606,2.003659257902193,11.567442705670286,0.022091689225240973,0.7432842615648043,True,High Risk
0001683168-22-000986,1377167,"FINANCIAL GRAVITY COMPANIES, INC.",US,TX,BEE CAVE,2022-02-14 16:13:00.0,10-Q,20211231.0,2022.0,Q1,,,1137080.0,,,16544.0,-44392.0,273533.0,338922.0,60170.0,7477914.0,4351897.0,0.036578783869405294,0.0628537394152481,,,-0.41803329110230475,0.8070677028932911,0.07787914098150761,True,High Risk
0001683168-22-000996,725929,"B2DIGITAL, INC.",US,FL,TAMPA,2022-02-14 16:29:00.0,10-Q,20211231.0,2022.0,Q3,,,,,,49346.0,-4561880.0,-1269353.0,,,400.0,3147361.0,-3173.3825,-0.40330708806520765,,,7867.4025,,,True,High Risk
0001683168-22-001002,882291,AETHLON MEDICAL INC,US,CA,SAN DIEGO,2022-02-14 17:16:00.0,10-Q,20211231.0,2022.0,Q3,234118.0,149082.0,,,,,-6668079.0,-6635187.0,0.0,,20700441.0,21916266.0,-0.32053360602317604,-0.3027517096206078,-0.3060207411184538,0.6367814520882632,0.05873425595135872,,0.0,True,High Risk
0001683168-22-001025,1469115,UAN POWER CORP,US,GA,ATLANTA,2022-02-15 15:20:00.0,10-Q,20211231.0,2022.0,Q2,,,8000.0,,,,-40145.0,0.0,,,-55973.0,12182.0,-0.0,0.0,,,-1.2176406481696531,,,True,High Risk
0001683168-22-001031,1420520,ATOMERA INC,US,CA,LOS GATOS,2022-02-15 16:07:00.0,10-K,20211231.0,2021.0,FY,338000.0,,203000.0,,194212000.0,,-12067000.0,-14878000.0,,,23000.0,39395000.0,-646.8695652173913,-0.37766213986546515,-0.38093043500524876,,1711.8260869565217,,,True,High Risk
0001683168-22-001056,725929,"B2DIGITAL, INC.",US,FL,TAMPA,2022-02-16 11:30:00.0,10-Q/A,20211231.0,2022.0,Q3,,,,,,78569.0,-4561880.0,-1061347.0,,,20.0,3147361.0,-53067.35,-0.3372180693603308,,,157367.05,,,True,High Risk
0001683168-22-001112,1554818,AUDDIA INC.,US,CO,BOULDER,2022-02-17 16:31:00.0,10-K,20211231.0,2021.0,FY,1111621.0,128.0,75000.0,,,,-1992381.0,-13478069.0,85800.0,2374390.0,-9228877.0,9634133.0,1.4604235163173158,-1.3989913778437562,-1.5814667084070988,0.00011514715896874924,-2.0439117348730513,-157.08705128205128,0.008905835117700784,True,High Risk
0001683168-22-001115,1614556,STAR ALLIANCE INTERNATIONAL CORP.,US,CA,WESTLAKE VILLAGE,2022-02-17 16:35:00.0,10-Q,20211231.0,2022.0,Q2,23747.0,,20852.0,,,,-40046.0,-88444.0,,,2382859.0,514321.0,-0.03711675764281479,-0.17196264589623989,-0.18028676611479613,,-0.7841580219391915,,,True,High Risk
0001683168-22-001139,1443089,"WEARABLE HEALTH SOLUTIONS, INC.",CA,ON,TORONTO,2022-02-18 12:14:00.0,10-Q,20210930.0,2022.0,Q1,331876.0,0.0,28225.0,,,,-1000872.0,-1949592.0,233412.0,,650000.0,1863546.0,-2.999372307692308,-1.046173263230422,-1.2728538131581868,0.0,1.8669938461538462,-8.352578273610611,0.12525153658670085,True,High Risk
0001683168-22-001158,811222,CARDIFF LEXINGTON CORP,US,NV,LAS VEGAS,2022-02-18 16:07:00.0,10-K/A,20201231.0,2020.0,FY,119653.0,99540.0,,,,,,-7179907.0,0.0,,112763.0,4915805.0,-63.67254329877708,-1.4605760399364907,-1.497014064608461,0.8319055936750437,42.594131053625745,,0.0,True,High Risk
0001683168-22-001160,811222,CARDIFF LEXINGTON CORP,US,NV,LAS VEGAS,2022-02-18 16:09:00.0,10-Q/A,20210331.0,2021.0,Q1,189207.0,16377.0,,,,,-208951.0,-1769039.0,960726.0,,-730689182.0,5161138.0,0.002421055413955752,-0.3427614219964667,-0.35580521934033277,0.08655599422854335,-1.0070633836207528,-1.8413564325312315,0.18614615613843302,True,High Risk
0001683168-22-001173,1300781,"DH ENCHANTMENT, INC.",US,NV,LAS VEGAS,2022-02-22 07:52:00.0,10-Q,20211231.0,2022.0,Q3,,780.0,,,,,8956.0,-256718.0,29635.0,,-3.0,74360.0,85572.66666666667,-3.4523668639053255,,,-24787.666666666668,-8.66266239244137,0.39853415814954274,True,High Risk
0001683168-22-001200,1376793,"CAVITATION TECHNOLOGIES, INC.",US,CA,"CHATSWORTH,",2022-02-22 16:49:00.0,10-Q,20211231.0,2022.0,Q2,,6000.0,,,,,131000.0,-130000.0,276000.0,,-490000.0,1831000.0,0.2653061224489796,-0.070999453850355,,,-4.736734693877551,-0.47101449275362317,0.1507373020207537,True,High Risk
0001685040-22-000006,1685040,"BRIGHTHOUSE FINANCIAL, INC.",US,NC,CHARLOTTE,2022-02-24 17:13:00.0,10-K,20211231.0,2021.0,FY,,,,,,,1361000000.0,-108000000.0,8503000000.0,9000000.0,3240000000.0,504000000000.0,-0.03333333333333333,-0.00021428571428571427,,,154.55555555555554,-0.012701399506056687,0.016871031746031745,True,High Risk
0001687229-22-000002,1687229,INVITATION HOMES INC.,US,TX,DALLAS,2022-02-22 13:26:00.0,10-K,20211231.0,2021.0,FY,,,,,,,662130000.0,261425000.0,1764685000.0,3075000.0,8504825000.0,18537846000.0,0.030738433771417988,0.014102231726382882,,,1.1796857666089544,0.1481425863539385,0.09519363792319777,True,High Risk
0001688476-22-000061,1688476,NEXTIER OILFIELD SOLUTIONS INC.,US,TX,HOUSTON,2022-02-23 11:30:00.0,10-K,20211231.0,2021.0,FY,190963000.0,,213923000.0,,989995000.0,12600000.0,-50787000.0,2741000.0,,14700000.0,2124000.0,0.0,1.2904896421845575,,-0.01435356587401748,,-1.0,,,True,High Risk
0001688568-22-000006,1688568,DXC TECHNOLOGY CO,US,VA,ASHBURN,2022-02-02 20:33:00.0,10-Q,20211231.0,2022.0,Q3,759000000.0,,3111000000.0,,,56000000.0,1230000000.0,188000000.0,12257000000.0,6000000.0,4973000000.0,22038000000.0,0.037804142368791475,0.008530719666031401,0.008835001644814136,,3.4315302634224816,0.015338174104593294,0.5561756965241855,True,High Risk
0001688852-22-000007,1688852,SAFEHOLD INC.,US,NY,NEW YORK,2022-02-15 17:05:00.0,10-K,20211231.0,2021.0,FY,,,,,,8000.0,-1963000.0,73123000.0,155427000.0,1200000.0,1682278000.0,68600000.0,0.04346665652169261,1.065932944606414,,,-0.9592219597474377,0.4704652344830692,2.2656997084548105,True,High Risk
0001689548-22-000014,1689548,"PRAXIS PRECISION MEDICINES, INC.",US,MA,BOSTON,2022-02-28 06:18:00.0,10-K,20211231.0,2021.0,FY,10780000.0,,10869000.0,,,,-52623000.0,-167061000.0,,9350000.0,265515000.0,303177000.0,-0.6291960906163494,-0.5510345441771638,-0.5713499112507995,,0.1418450934975425,,,True,High Risk
0001689657-22-000006,1689657,"BERKELEY LIGHTS, INC.",US,CA,EMERYVILLE,2022-02-28 16:28:00.0,10-K,20211231.0,2021.0,FY,,25942000.0,,,,,-10533000.0,-71724000.0,,1672000.0,224769000.0,299658000.0,-0.31910094363546576,-0.2393528622629798,,,0.33318206692203994,,,True,High Risk
0001689813-22-000014,1689813,BIOHAVEN PHARMACEUTICAL HOLDING CO LTD.,US,CT,NEW HAVEN,2022-02-25 16:39:00.0,10-K,20211231.0,2021.0,FY,51683000.0,308269000.0,420019000.0,,,,-377331000.0,-846586000.0,,2696000.0,-125000.0,1077212000.0,6772.688,-0.7859047244182203,-0.8255115164953892,5.96461118743107,-8618.696,,,True,High Risk
0001689923-22-000023,1689923,"ALTERYX, INC.",US,CA,IRVINE,2022-02-15 16:46:00.0,10-K,20211231.0,2021.0,FY,5340000.0,136985000.0,53917000.0,,,4742000.0,34192000.0,-179681000.0,,11878000.0,412191000.0,1599688000.0,-0.43591684437554434,-0.11232252789293912,-0.11269873327529498,25.65262172284644,2.880938691043715,,,True,High Risk
0001690820-22-000080,1690820,CARVANA CO.,US,AZ,TEMPE,2022-02-24 16:45:00.0,10-K,20211231.0,2021.0,FY,67000000.0,79000000.0,,,,2000000.0,-757000000.0,-171000000.0,,39000000.0,306000000.0,7015000000.0,-0.5588235294117647,-0.024376336421952957,-0.02461139896373057,1.1791044776119404,21.924836601307188,,,True,High Risk
0001691303-22-000006,1691303,"WARRIOR MET COAL, INC.",US,AL,BROOKWOOD,2022-02-22 16:51:00.0,10-K,20211231.0,2021.0,FY,59110000.0,83298000.0,54847000.0,,,,532814000.0,301699000.0,,9300000.0,725241000.0,1464211000.0,0.4159982681618938,0.20604885498060047,0.21471694917304876,1.4092031805109118,1.0189302590449243,,,True,High Risk
0001692063-22-000050,1692063,"SCHNEIDER NATIONAL, INC.",US,WI,GREEN BAY,2022-02-18 10:00:00.0,10-K,20211231.0,2021.0,FY,,537700000.0,,,,,566100000.0,0.0,223000000.0,-13300000.0,2236400000.0,3937300000.0,0.0,0.0,,,0.7605526739402612,0.0,0.056637797475427326,True,High Risk
0001692819-22-000005,1692819,VISTRA CORP.,US,TX,IRVING,2022-02-25 07:47:00.0,10-K,20211231.0,2021.0,FY,114000000.0,8000000.0,,,9786000000.0,,-86000000.0,-1274000000.0,60000000.0,47000000.0,8291000000.0,8925000000.0,-0.15366059582680014,-0.14274509803921567,-0.1445919872886165,0.07017543859649122,0.07646845977566036,-21.233333333333334,0.0067226890756302525,True,High Risk
0001693317-22-000002,1693317,"CHENIERE CORPUS CHRISTI HOLDINGS, LLC",US,TX,HOUSTON,2022-02-23 21:41:00.0,10-K,20211231.0,2021.0,FY,119000000.0,256000000.0,318000000.0,,,,1424000000.0,63000000.0,1432000000.0,,,13764000000.0,,0.004577157802964254,0.004617075851960425,2.1512605042016806,,0.04399441340782123,0.10403952339436211,True,High Risk
0001694028-22-000006,1694028,LIBERTY OILFIELD SERVICES INC.,US,CO,DENVER,2022-02-22 06:34:00.0,10-K,20211231.0,2021.0,FY,193338000.0,298531000.0,118383000.0,,,,135467000.0,-179244000.0,1990346000.0,17100000.0,1213242000.0,1889942000.0,-0.14773969249333604,-0.09484100570282052,-0.10564869586538757,1.5440885909650457,0.5577617655834533,-0.0900567037088024,1.053125439828312,True,High Risk
0001694426-22-000048,1694426,"DELEK US HOLDINGS, INC.",US,TN,BRENTWOOD,2022-02-25 14:29:00.0,10-K,20211231.0,2021.0,FY,1695300000.0,15400000.0,,,1185100000.0,5700000.0,-282900000.0,-203500000.0,,23500000.0,,956500000.0,,-0.21275483533716674,0.27544667027612346,0.009083937946086239,,,,True,High Risk
0001697500-22-000011,1697500,"SOLARIS OILFIELD INFRASTRUCTURE, INC.",US,TX,HOUSTON,2022-02-24 16:03:00.0,10-K,20211231.0,2021.0,FY,9927000.0,18243000.0,11986000.0,,,779000.0,43853000.0,52007000.0,,0.0,203149000.0,406223000.0,0.25600421365598647,0.1280257395568444,0.1312327149403476,1.8377153218495013,0.9996308128516508,,,True,High Risk
0001698990-22-000007,1698990,MAGNOLIA OIL & GAS CORP,US,TX,HOUSTON,2022-02-17 16:02:00.0,10-K,20211231.0,2021.0,FY,62626000.0,149769000.0,,,,9346000.0,788477000.0,50196000.0,775770000.0,11700000.0,,1746742000.0,,0.028736928521785127,0.029805547836372317,2.3914827707342,,0.06470474496306895,0.4441239748056668,True,High Risk
0001699136-22-000011,1699136,"CACTUS, INC.",US,TX,HOUSTON,2022-02-28 15:43:00.0,10-K,20211231.0,2021.0,FY,20163000.0,44068000.0,28240000.0,,,,209632000.0,34446000.0,,8600000.0,352970000.0,815594000.0,0.09758903022919795,0.042234248903253335,0.043304824679953384,2.1855874621832068,1.3106609626880472,,,True,High Risk
0001701605-22-000050,1701605,BAKER HUGHES CO,US,TX,HOUSTON,2022-02-11 16:43:00.0,10-K,20211231.0,2021.0,FY,3745000000.0,,,,24613000000.0,253000000.0,2374000000.0,128000000.0,,,14830000000.0,7692000000.0,0.008631153068105192,0.016640665626625067,0.03242969343805422,,-0.4813216453135536,,,True,High Risk
0001703644-22-000056,1703644,GRANITE POINT MORTGAGE TRUST INC.,US,NY,NEW YORK,2022-02-25 08:07:00.0,10-K,20211231.0,2021.0,FY,,,,,,,60301000.0,70214000.0,,4800000.0,933846000.0,15914000.0,0.0751879860276748,4.4120899836621845,,,-0.9829586462864327,,,True,High Risk
0001704720-22-000020,1704720,"CANNAE HOLDINGS, INC.",US,NV,LAS VEGAS,2022-02-25 17:08:00.0,10-K,20211231.0,2021.0,FY,22700000.0,,,,,4900000.0,-84200000.0,77300000.0,1416300000.0,4200000.0,-7200000.0,6593100000.0,-10.73611111111111,0.011724378516934371,0.011764884938512115,,-916.7083333333334,0.054578832168325916,0.2148154889202348,True,High Risk
0001705696-22-000046,1705696,VICI PROPERTIES INC.,US,NY,NEW YORK,2022-02-23 16:26:00.0,10-K,20211231.0,2021.0,FY,,,,,,,682159000.0,891674000.0,1201782000.0,7388000.0,12108268000.0,17499533000.0,0.07364174628443969,0.05095415974814871,,,0.44525484569717155,0.7419598562800908,0.06867508978668174,True,High Risk
0001706946-22-000035,1706946,"VIRGIN GALACTIC HOLDINGS, INC",US,NM,LAS CRUCES,2022-02-25 21:21:00.0,10-K,20211231.0,2021.0,FY,9237000.0,,28787000.0,,,,-233159000.0,-125857000.0,,0.0,23000.0,803990000.0,-5472.04347826087,-0.1565405042351273,-0.15835989294787187,,34955.086956521736,,,True,High Risk
0001710155-22-000010,1710155,"NATIONAL VISION HOLDINGS, INC.",US,GA,DULUTH,2022-02-28 06:56:00.0,10-K,20211231.0,2021.0,FY,64331000.0,1409000.0,110309000.0,,,,165081000.0,36277000.0,,14886000.0,782000.0,5900000.0,46.390025575447574,6.14864406779661,-0.6208519450291797,0.02190234878985248,6.544757033248082,,,True,High Risk
0001711269-22-000008,1711269,"EVERGY, INC.",US,MO,KANSAS CITY,2022-02-24 17:47:00.0,10-K,20211231.0,2021.0,FY,654000000.0,218900000.0,,,,,822800000.0,255200000.0,2507400000.0,6900000.0,2759200000.0,11081500000.0,0.09249057697883445,0.02302937327979064,0.024473747302805084,0.33470948012232415,3.0162003479269353,0.10177873494456409,0.22626900690339755,True,High Risk
0001711279-22-000004,1711279,"KRYSTAL BIOTECH, INC.",US,PA,PITTSBURGH,2022-02-28 07:31:00.0,10-K,20211231.0,2021.0,FY,8398000.0,,,,,,-47938000.0,-69570000.0,,3300000.0,202914000.0,626295000.0,-0.3428546083562494,-0.11108183843077145,-0.11259158079744683,,2.0865046275762147,,,True,High Risk
0001712184-22-000059,1712184,LIBERTY LATIN AMERICA LTD.,US,CO,DENVER,2022-02-23 06:26:00.0,10-K,20211231.0,2021.0,FY,398000000.0,536400000.0,,,,182000000.0,5400000.0,-106100000.0,,7000000.0,-103300000.0,15076300000.0,1.027105517909003,-0.007037535734895167,-0.007228357507340769,1.3477386934673368,-146.94675701839304,,,True,High Risk
0001712356-22-000018,1712356,HYDRO ONE LTD,CA,ON,TORONTO,2022-02-25 15:16:00.0,40-F,20211231.0,2021.0,FY,238000000.0,699000000.0,566000000.0,,,76000000.0,2149000000.0,973000000.0,,1000000.0,10534000000.0,18138000000.0,0.09236757167267895,0.053644282721358474,0.05435754189944134,2.936974789915966,0.7218530472754889,,,True,High Risk
0001712543-22-000016,1434601,"MARQUIE GROUP, INC.",US,NV,LAS VEGAS,2022-02-03 14:18:00.0,10-Q/A,20211130.0,2021.0,Q2,25094.0,,,,,,-50331.0,-3007134.0,0.0,,-4177026.0,13310.0,0.7199222604791065,-225.93042824943652,255.1878818737271,,-1.003186477651803,,0.0,True,High Risk
0001714899-22-000058,1714899,DENALI THERAPEUTICS INC.,US,CA,SOUTH SAN FRANCISCO,2022-02-28 16:20:00.0,10-K,20211231.0,2021.0,FY,1071000.0,,,,,,-151576000.0,-290581000.0,307437000.0,85247000.0,350000.0,1604280000.0,-830.2314285714285,-0.18112860597900615,-0.1812496062584479,,4582.657142857143,-0.94517250688759,0.19163550003739996,True,High Risk
0001715768-22-000007,1715768,"TRANSPHORM, INC.",US,CA,GOLETA,2022-02-10 21:53:00.0,10-Q,20211231.0,2022.0,Q3,,,,,,,-7964000.0,-4712000.0,2262000.0,260000.0,-157112000.0,18144000.0,0.029991343754773664,-0.25970017636684306,,,-1.115484495137227,-2.0831122900088417,0.12466931216931217,True,High Risk
0001717307-22-000008,1717307,INDUSTRIAL LOGISTICS PROPERTIES TRUST,US,MA,NEWTON,2022-02-15 16:46:00.0,10-K,20211231.0,2021.0,FY,,,,,1012224000.0,21465000.0,114564000.0,82071000.0,,2329000.0,1038042000.0,1915745000.0,0.07906327489639148,0.042840252747625596,,,0.8455370784611798,,,True,High Risk
0001717547-22-000014,1717547,"BRIGHTSPIRE CAPITAL, INC.",US,NY,NEW YORK,2022-02-22 16:16:00.0,10-K,20211231.0,2021.0,FY,,,,,2844023000.0,450000.0,-21270000.0,-101046000.0,0.0,10300000.0,1665673000.0,3589325.0,-0.06066376773832559,-28.15181127370745,,,-0.9978451202606994,,0.0,True,High Risk
0001718227-22-000037,1718227,"CONSTRUCTION PARTNERS, INC.",US,AL,DOTHAN,2022-02-04 09:15:00.0,10-Q,20211231.0,2022.0,Q1,78722000.0,,,,,,709000.0,7871000.0,,0.0,408899000.0,872584000.0,0.019249252260338127,0.009020335004996653,0.009914821467711013,,1.1339841868040763,,,True,High Risk
0001718512-22-000007,1718512,GATES INDUSTRIAL CORP PLC,US,CO,DENVER,2022-02-11 14:40:00.0,10-K,20211231.0,2021.0,FY,,708100000.0,252200000.0,,,129900000.0,348900000.0,690100000.0,,,2805700000.0,7533000000.0,0.24596357415261788,0.09161024824107261,,,1.6848914709341698,,,True,High Risk
0001720725-22-000028,1720725,"OYSTER POINT PHARMA, INC.",US,NJ,PRINCETON,2022-02-24 16:15:00.0,10-K,20211231.0,2021.0,FY,2279000.0,0.0,21511000.0,,,,-58399000.0,-100659000.0,,1360000.0,99537000.0,222617000.0,-1.011272190240815,-0.4521622337916691,-0.4568390382049397,0.0,1.2365251112651576,,,True,High Risk
0001720990-22-000010,1720990,FISKER INC./DE,US,CA,MANHATTAN BEACH,2022-02-28 16:23:00.0,10-K,20211231.0,2021.0,FY,28144000.0,,1989000.0,,,,-301269000.0,-471341000.0,106000.0,4487000.0,6386000.0,1592952000.0,-73.80848731600376,-0.2958915271772156,-0.3012133117928845,,248.44440964610084,-4446.61320754717,6.654312245441169e-05,True,High Risk
0001722482-22-000030,1722482,"AVANTOR, INC.",US,PA,RADNOR,2022-02-11 16:28:00.0,10-K,20211231.0,2021.0,FY,678900000.0,1222100000.0,,,,312300000.0,929800000.0,572600000.0,912400000.0,18800000.0,2752600000.0,2674300000.0,0.20802150693889412,0.214112104102008,0.2869600080184424,1.8001178376785978,-0.02844583303058926,0.6275756247259974,0.3411733911677822,False,Low Risk
0001722684-22-000005,1722684,"WYNDHAM HOTELS & RESORTS, INC.",US,NJ,PARSIPPANY,2022-02-16 12:07:00.0,10-K,20211231.0,2021.0,FY,28000000.0,246000000.0,258000000.0,,,11000000.0,100000000.0,244000000.0,1366000000.0,28000000.0,-52000000.0,597000000.0,-4.6923076923076925,0.40871021775544386,0.4288224956063269,8.785714285714286,-12.48076923076923,0.17862371888726208,2.288107202680067,True,High Risk
0001723089-22-000021,1723089,CHAMPIONX CORP,US,TX,THE WOODLANDS,2022-02-10 14:43:00.0,10-K,20211231.0,2021.0,FY,299666000.0,584440000.0,,,2293179000.0,51400000.0,328219000.0,113299000.0,60064000.0,23178000.0,1770645000.0,3475776000.0,0.06398741701470369,0.032596749617927044,0.035672253165035216,1.9503046725354227,0.9629999237565972,1.8863046084176878,0.01728074536448839,False,Low Risk
0001724570-22-000011,1724570,DATTO HOLDING CORP.,US,CT,NORWALK,2022-02-23 16:44:00.0,10-K,20211231.0,2021.0,FY,7574000.0,12870000.0,,,1755387000.0,4200000.0,125366000.0,-31188000.0,,418000.0,1829957000.0,1793271000.0,-0.017043023415304295,-0.017391682573353388,-0.017465449065546954,1.6992342223395829,-0.02004746559618614,,,True,High Risk
0001725160-22-000053,1725160,"ZENTALIS PHARMACEUTICALS, INC.",US,NY,NEW YORK,2022-02-24 07:11:00.0,10-K,20211231.0,2021.0,FY,11590000.0,417000.0,19940000.0,,,,-154093000.0,-158725000.0,,617000.0,,365555000.0,,-0.4342027875422303,-0.44842004152952974,0.0359792924935289,,,,True,High Risk
0001726173-22-000004,1726173,BIGLARI HOLDINGS INC.,US,TX,SAN ANTONIO,2022-02-28 06:32:00.0,10-K,20211231.0,2021.0,FY,26537000.0,28508000.0,,,,0.0,93683000.0,35478000.0,10637000.0,,-2810000.0,758663000.0,-12.625622775800712,0.046763846398203156,0.04845887183353685,1.074273655650601,-270.9868327402135,3.3353389113471845,0.01402071802631735,True,High Risk
0001726978-22-000029,1726978,"GOOSEHEAD INSURANCE, INC.",US,TX,WESTLAKE,2022-02-25 19:50:00.0,10-K,20211231.0,2021.0,FY,,,,,,200000.0,24643000.0,3567000.0,0.0,0.0,-14020000.0,15127000.0,-0.2544222539229672,0.23580353011172075,,,-2.0789586305278176,,0.0,True,High Risk
0001728205-22-000017,1728205,PIEDMONT LITHIUM INC.,US,NC,BELMONT,2022-02-28 16:31:00.0,10-KT,20211231.0,2021.0,FY,1262744.0,,1129196.0,,,,-3533809.0,-9681801.0,0.0,687695.0,23803296.0,170248771.0,-0.40674203270000925,-0.056868551491628686,-0.05729350036734102,,6.152319199828461,,0.0,True,High Risk
0001728688-22-000011,1728688,"I3 VERTICALS, INC.",US,TN,NASHVILLE,2022-02-09 16:39:00.0,10-Q,20211231.0,2022.0,Q1,8264000.0,38500000.0,50815000.0,,,4178000.0,21910000.0,-2528000.0,,6624000.0,242437000.0,224925000.0,-0.010427451255377685,-0.011239301989552072,-0.01166799747070308,4.658760890609874,-0.07223319872791695,,,True,High Risk
0001728949-22-000012,804328,QUALCOMM INC/DE,US,CA,SAN DIEGO,2022-02-02 16:05:00.0,10-Q,20211231.0,2022.0,Q1,3526000000.0,,,,,,3175000000.0,2455000000.0,1818000000.0,,,41240000000.0,,0.059529582929194955,0.06509519011507663,,,1.3503850385038503,0.04408341416100873,True,High Risk
0001728951-22-000025,1728951,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",US,NJ,PRINCETON,2022-02-16 17:09:00.0,10-K,20211231.0,2021.0,FY,,,,,,7544000.0,167393000.0,95725000.0,230234000.0,2162000.0,2036566000.0,3298795000.0,0.047003141562807195,0.029018171786970696,,,0.6197830072779374,0.4157726486965435,0.06979336394046917,True,High Risk
0001731122-22-000141,1815547,EMERGING OPPORTUNITIES CORP,US,NJ,NEWARK,2022-02-01 15:12:00.0,10-Q,20210331.0,2021.0,Q1,,,0.0,,,,-5795.0,-5795.0,0.0,,2000.0,,-2.8975,,,,,,,True,High Risk
